Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
First Visitor,719-632-5700,https://www.peakvista.org/services/first-visitor,,"Classes for parents to prevent sudden infant death syndrome (SIDS), abusive head trauma (AHT), or shaken baby syndrome (SBS); home mental health visits for yough children, program A: 0-12 months; probram B: 12-24 months; program C: 24-36 months; program D: 3-5 years. "
Flying Horse Foundation,303-660-3583,flyinghorsefoundation.org   info@flyinghorsefoundation.org,"9663 E Palmer Divide Ave, Larkspur CO 80118","assists at-risk and underserved children through equine-assisted learning. senior program serves residents who would enjoy getting out of their environment to experience the open skies, fresh and airy serenity; El Paso Couty, Douglas County resource database, foster and adoptive family resources, develpmental relationships framework, surrounding activities"
Focus on the Family,800-232-6459,focusonthefamily.com,"8655 Explorer Dr, Colorado Springs, CO 80920",Biblical resources for families in crisis
Folds of Honor,coloradopatriots.foldsofhonor.org,https://foldsofhonor.org/,"Parker CO closest branch, does come to springs coloradopatriots@foldsofhonor.org",Chapters that hold fundraisers that give scholarships to surviving children of first responders and military
Forge Evolution,719-475-7815 fax: 719-385-6202,https://forgeevolution.org/,"224 E Kiowa St Rm 230, Colorado Springs, CO 80903",Colorado Springs Teen Court; offers expungement of records for teens that finish their program. Resources that help prevent recidivism. Services covered by medicaid and chp and sliding scale; counseling in-person and telehealth; case management to teen and families.
Forget-Me-Not,719-922-7906,forgetmenotcc.com     info@forgetmenotcc.com,"1425 N Union Blvd C/S, CO 80909","for children with mental or physical disabilities: part/full-day therapy sessions that helps to increase verbal, non-verbal comm; improve social interactions and relationships; develop self-help skills such as potty training, eating, and dressing; reduce harmful behaviors such as aggression, self-injury, elopement, tantrums; improve cognition, learning and play skills"
Fort Carson Family Homes,719-526-1101,http://www.fortcarsonfamilyhomes.com/,Colorado Springs CO,Military homes on base for families
Foster Care and Adoptive Community,,fosterparents.com,,"foster parent guidance classes and support community, social worker/mft ceu credits and you can get all 40 hours from our courses-20 under each category!!!!!"
Foster Parent College,800-777-6636 fax: 541-343-0177,fosterparentcollege.com,support@fosterparentcollege.com,Various classes and resource database for foster parents
Fostering Hope Foundation,,fosteringhopefoundation.org     info@fosteringhopefoundation.org,"111 S Tejon St, Ste 112, Colorado Springs, CO 80903","Foster Parent support system for raising children with the following: volunteer 'aunts and uncles', home repairs, tutors, errands, play dates"
Fountain's North Pole,,unk...,,"gifts for students in Fountain-Fort Carson school district 8 prek-12th grade; student must attend AIM, Aragon, Conrad, ELC, Eagleside, FFCHS, FMS, Jordahl, Mesa, Welte/FFCOA"
Genesis Center of Hope,719-358-8132,https://www.gencenters.org/,"308 W Fillmore St ste 200, C/S, CO, 80907","A donation-based and volunteer-run non profit organization with a special partnership with Bed Bath and Beyond and Walmart. Our charitable store offers a variety of items, such as bedding, vacuums, fans, cleaning products, bathroom and kitchen supplies, school supplies, clothing, and more for individuals and families in need. There is no cost to participate in our program, but we do welcome monetary donations, of whatever shoppers can afford."
Goodwill Resources,,https://goodwillcolorado.org/services/,,"Resource database of what's offered by goodwill. Help with farmers/ranchers, developmental, aging challenges, independence in agriculture trade and commerce; job training and support, LEAP (low-income energy assistance program); information technology training A+ cert, network + cert and security + cert for comptia; career development services, youth education/career development, mentoring, soft skills, work opportunities for those with disabilities (custodial), child support/improved payments and child success (impacs 303-412-3150), educational and social integration for refugee youth (CLIMB 720-392-8242), work skills and family stabilization (colorado works/tanf), soft and practical skills training (self-esteem, self-motivation, personal responsibility and reliability, cultural diversity and acceptance 720-738-0001), day program for individuals with significant disabilities, day program for individuals with developmental disabilities (POSSIBILITIES), day program for seniors (VOYAGES), in0home care: your life your way, Senior move managers (things forgotten not gone, moving service to help seniors moving into aging community/etc); in-home support services, financial support to caregivers for loved ones with disabilities on medicaid (free medical benefits); residential services (individuals with developmental and age-related challenges to remain independent); transitional students support (one-on-one job skills development for preparation for graduation); commercial contract services for businesses. Donation pick ups"
Griffith Center,303-237-6865,https://griffithcenters.org/   info@griffithcenters.org,10190 Bannock St STE 120 80260,"Griffith Centers is a non-profit organization offering a full spectrum of mental and behavioral health services to care for populations who have experienced trauma and hardships to build resiliency, hope, and healing for those we serve. Advocate Kids Success/ASK school and truancy; specialized instruction for students in grades 3-12; outpatient mental and behavioral health services; adults with disabilities services; SUD substance use disorder services; supportive services"
Hands of the Carpenter,303-526-4488,https://www.handsofthecarpenter.org/,"16097 S Golden Rd, Golden CO 80401",Car repair/vehicles for single mothers
Harrison School District 2,,,,"Prospect Village, through 'We Fortify' will house 18-25 yo young adults facing homelessness ($600/month). Housing for its staff, 'Wendy's Village' ($800/month) "
Health Solutions,719-545-2746,health.solutions,41 Montebello Rd Pueblo 81001,"Multiple locations in Trinidad, Walsenburg, Pueblo (x2); residential program, family medicine, crestone recovery; childcare services"
Heart Gallery of America,,heartgalleryofamerica.org,,Helping kids in the foster care system find their forever homes/adoption
Helen Hunt Catholic Charities-Family Connections,719-636-2345 719-578-1222,https://www.ccharitiescc.org/tag/helen-hunt-campus/   FamilySupport@CCharitiesCC.org,"917 E Moreno St, Colorado Springs, CO, 80903","Family services, counseling, housing, preschool"
Home Partners of America,,homepartners.com,,"HPA works with qualified families to help them build their credit and save for a downpayment, HPA purchases a home that meets their criteria but is chosen by the family, family rents for 6 years with annual rent caps"
Homeward Pikes Peak,719-473-5557,homewardpp.org,2010 E Bijou St 80909,"Shelter/Housing, offers rapid rehousing options/funding/services, Homeward Pikes Peak, single mother housing with kids"
Honoring Fatherhood (Denver Indian Center),720-576-0022,https://6nz.1ae.myftpupload.com/honoring-fatherhood-program/,hfp@denverindiancenter.org,Resource for fathers of Native American Descent
Hope and Home,719-575-9887,https://hopeandhome.org/,4945 N 30th St 80919,Hope & Home trains and actively supports foster parents all across Colorado who feel compelled by Christ’s command to care for children in need.
Hunt Family Housing,719-866-6440,https://www.ccharitiescc.org/hunt-family-housing-capital-campaign/,BReimerbaum@CCharitiesCC.org,"New family shelter, temporary housing until a family can get into a more permanent housing situation."
I Matter,,https://imattercolorado.org/,,"Connects youth 18 and younger (and 21 ad younger for those receiving special education services) with a licensed therapist for up to 6 free counseling sessions! No insurance, credit card, or legal status information is required. In person and online."
Improved Payments and Child Success (IMPACS),719-500-9759,https://goodwillcolorado.org/services/,,"Goodwill’s IMPACS Program helps parents paying child support and their families overcome barriers to employment through supportive services and individualized case management. Approved applicants collaborate with Goodwill staff and community service providers (e.g., community colleges, workforce centers, etc.) and/or county human service departments to assist participants in securing gainful employment and maintaining their financial support obligations."
Independence Center,719-471-8181,theindependencecenter.org,"729 S Tejon St, 80903","Handicapable assistance; homeless assistance, civil rights for people with disabilities, Disability advocates, home health, CAN program, family payer program, Home Modification, reduced price bus passes, id voucher, non-sober housing voucher: Erika"
Infinite Hope and Restoration Ministries (IHRM),c: 707-712-7082 o: 719--698-0577,ihrministries.org   info@ihrministries.org,,"IHRM is a faith-based nonprofit 501(c)3 re-entry organization for women and mothers. IHRM's purpose is to provide support and resources to help women and mothers rebuild their lives and find hope after incarceration. For location details, call the numbers listed below to schedule an appointment."
Inside Out Youth Services,719-328-1056  719-315-1825,https://insideoutys.org/,"516 W Colorado Ave, Colorado Springs, CO 80905",A Colorado Springs organization that supports LGBTQIAKPN individuals that need a safe place to meet like-minded peers. They offer support to youth that are going through teh coming-out process and/or struggling with any other gender-related issues individuals may face
Interfaith Hospitality Network,719-329-1244,https://www.familypromisecos.org/interfaith-hospitality-network,"420 N Nevada Ave, Colorado Springs, CO, 80901","Shelter/Housing, parenting skills, case management community support, referral services"
Joint Initiatives for Youth & Families,719-630-0927,jointinitiatives.org,"123 E. Las Animas St., C/S, CO, 80903","military family resources, child health and behavior supports, finding quality child care, opening a child care business, early childhood workforce, resource database"
Judi's House,720-941-0331,judishouse.org,,"Judi’s House is dedicated to improving outcomes for bereaved families by strengthening our grief education and program evaluation. JAG Institute, affectionately named after our co-founder’s late mother, Judith Ann Griese, includes our training and research arms. In honor of Judi and all the families we’ve served, we prioritize sharing our findings to have a larger impact on the care grieving families receive in our country."
Justice Center C/S,719-473-6212,https://www.justicecentercos.org/apply    media@justicecentercos.org ,,Lawyer Referral: No court date within 6 weeks; priority persons: survivors of family violence; honorably discharged vets and dependants; active duty members; persons with disabilities; senior citizens; immigrants and refugees; persons with landlord/tenant issues
Karen Horgen Program,,https://www.familypromisecos.org/application,,One off rent and utilities assistance program
Kenzi's Causes,,https://kenziscauses.org/toy-shop-colorado-springs/,,"0-18 yo, registration yearly before December for that Christmas/Xmas to participate, each child will receive: brand new toy, a new small toy, a new stocking; must bring: large bag/something to carry your toys out with, birth certificates for each child you wish to shop for, a photo id for the parent"
Kid Power Colorado,719-520-1311,https://kidpowercs.org/,"2335 Robinson St, Colorado Springs 80904","Kidpower’s mission is to teach young people personal safety and confidence-building skills to reduce their risk of abduction, assault and emotional, physical and sexual abuse. Our programs are known worldwide for being positive, practical, safe and age-appropriate."
Kid's Closet Swap,,https://www.facebook.com/events/595272426387355/,4863 N Nevada Ave 80918,0-12 year old kid closet swap
Kids Care Too,719-458-0580,https://www.facebook.com/cokidscaretoo/      kidscaretoo.com,alasna111@gmail.com,Partnership with local businesses to provide warm clothes for homeless as well as blankets
Kids Crossing/Roundup School/R Fellowship,719-922-1483,https://www.kidscrossing.com/,,"Foster Care for kiddos, therapeutic foster care, in home services, educational support/tutoring, mobile crisis, TBRI, therapeutic services, financial support, trauma-informed work program, adult care"
Kiwani's Club of Colorado,719-510-3107,portal.clubrunner.ca/101951    morgan@springsliving.com,"3104 N Nevada Ave, Colorado Springs, CO 80907",www.facebook.com/pikespeakkiwanis   Charity that funds charities formed to help children specifically
KPC Respite Center,719-634-5439,https://www.lfsrm.org/KPC-Respite-Center,,"Young and infant daycare for parents, crisis prevention, crisis care for those children that cannot or should not be with their parent/guardian, for emergencies only"
Life Network,719-591-2609,https://www.elifenetwork.com/   admin@elifenetwork.com,"3700 Galley Rd, Colorado Springs, CO 80909","Free Pregnancy Services, parenting education, mentorship and counseling, teen suicide prevention"
Life Network Thrift Store,719-344-9904,https://lifenetworkthrift.com/about/   info@lifenetworkthrift.com,"5406 N Academy Blvd, C/S, CO, 80918","Free Pregnancy Services, parenting education, mentorship and counseling, teen suicide prevention"
Love is Respect National Dating Abuse Hotlin,866-331-9474,loveisrespect.org,"text ""LOVEIS"" to 22522","helpline for teens, parents, friends and family, peer advocates. All communication is confidential and anonymous"
Lutheran Family Services,719-227-7571,https://www.lfsrm.org/,"108 East St Vrain St, Ste 21, C/S, CO 80903   1515 N Cascade, Colorado Springs, CO 80907","Adoption, pregnancy options, disaster relief, foster care, family support and education, immigration legal services, older adult program, refugees and asylee"
Mental Health Colorado,720-208-2220,https://www.mentalhealthcolorado.org/,"303 E 17th ave Floor 4, Denver, CO, 80203","Strong start for all children, support for families, access to housing supports and services, wellness in aging, reduced potential for harm from alcohol and/or drugs; decriminalize mental health, end discrimination"
Mission Possible,719-635-9100,http://www.missionpossible.cc/,"1520 N Union Blvd. Ste 204, C/S, CO 80909","juvenile detention screening, detention services for juveniles, minority family advocacy, hifi wrap, family support partners"
Modest Needs,844-667-3776,modestneeds.org   doiqualify@modestneeds.org,"120 E 23rd St, FL 5 NY, NY 10010","Modest Needs is a tax-exempt charity where you can make small, emergency grants to low-income workers who're at risk of slipping into poverty and for whom no other source of immediate help is available. We have designed our programs to help those who work hard and have no where else to go for
assistance, as well as those who give back to our communities and country such as public school
teachers, first responders, veterans returning from service abroad and active duty military members.
Our aim is to support those who don’t generally qualify to receive assistance from conventional
agencies so that they don’t find themselves losing everything because of a short-term crisis.
"
Mothers against drunk driving,877-815-6899,https://madd.org/,,"If someone has been affected by an accident caused by a drunk driver, these people can help with resources for the affected party"
Mountain Community and Trust,719-447-9300,https://rmclt.org/,,Family housing resource
Mountain Post Santa's Workshop,719-650-1937,https://www.mountainpostsantasworkshopco.com/2024-applications,,"Provides gifts, books and games to children in need; Requirements: MILITARY only, ages 6 mo-12 years, active military, current LES and DD 1172-2"
Mr. Ballen Foundation,,https://mrballen.foundation/,,"A fund for victims of violent crimes and the families of the victims, only accepting referrals from our partner org or other victim advocacy professionals. Meant for victims of rape, genocide, homicide, violent crimes against children, sex trafficking, arson, or robbery resulting in death.To be considered, you must apply on the links provided under 'Report a Crime', 'Report Human Trafficking'."
Muslim Family Services of Colorado,303-298-8776 After Hours: 303-810-2185,https://mfscolorado.org/,"Aurora, CO","Advocacy, counseling, support groups, education, & emergency assistance (food, clothing, and short-term housing)"
National Center for Missing and Exploited Children,800-843-5678,,,
National Child Abuse Hotline,800-4-a-child 800-422-4453,or text childhelp to 847411,,Shelter
National Resource Directory,,nrd.gov,,Resource Database for military and their family to resources based on their location and need/category
Need Project,719-581-2404,needproject.org,contactus@needproject.org,Assistance and resource database for families with children with special needs
New Horizons,719-344-9433,http://newhorizonfamilyservices.com/,1702 E Pikes Pk Ave 80909,Youth and Family Counseling
Newborn Hope,admin@newbornhope.org,newbornhope.org,80901,Premature baby assistance
No Cost Drive Through Grocery Program,,,917 E Moreno Ave,Tuesday-Thursday at 3:00pm until food runs out and Saturday 12:00pm until food runs out; Family Connections through Catholic Charities
Office of Family Assistance,www.acf.hhs.gov/ofa,https://www.acf.hhs.gov/ofa,330 C St SW DC 20201,"Federal guide for grants and resources, native americans/healthy marriage and responsible fatherhood, tribal programs, indigenous resources/resource guide Native American family based assistance"
One Word at a Time,,https://www.onewordcommunity.org/who-we-are,,Not for profit that encourages literacy in children by connecting classes with authors for virtual visits; professional development opportunities for educators and caregivers; advocacy for independent reading and equitable access to books in schools and public libraries
Open Door Ministries,303-830-2201,odmdenver.org/,"1567 Marion St, Denver, CO 80218","Open Door Ministries offers housing programs, youth programs for all ages, leadership development, and outreach programs. They have an all-encompassing philosophy of finding what works for everyone in need. Contact their website for details on how to get involved."
Open Enrollment,,http://cde.state.co.us/choice/openenrollment,,Allows children to go to a school of choice if they are not in that district
Operation Homefront,877-264-3968,http://www.operationhomefront.org/,3726 E Pikes Peak Ave,Financial Assis. and home repairs to eligible service members and veterans. Rent/Mortgage/Utility/bills/baby items/car payments/car repairs/home repairs/major appliance repairs
Over the Rainbow Project,720-580-2696,overtherainbowproject.com,info@overtherainbowproject.com,"LGBTQ+ Re-entry support services: seeking safety, wellness recovery action plan, life skills, parenting, moral reconation therapy (MRT), art recovery, the art of drag, spirituality, recovery yoga, equine recovery therapy, themed group activities, individual therapy, peers"
P2P: Parent to parent of Colorado,877-472-7201,https://www.abilityconnectioncolorado.org/p2p-co/,,"1 to 1 trained support parent matching; private on-line discussions group comprised of more than 2,000 caregivers; additional online forum dedicated to caregivers of individuals with mental health and/or behavioral challenges; virtual support groups/book clubs/presentations; public policy advocacy opportunities"
Parent Center Hub,973-642-8100,https://www.parentcenterhub.org/welcome-to-the-naptac-library/,,Native American parental resources hub
Parent Child Interactional Therapy,,pcit.org/for-parents.html,,Parent=Child Interactional Therapy
Parent Smart Helpline,720-777-0123,,,"Free, 24 hrs with nurse, has to be witin Colorado, any medical questions"
Parents Challenge,719-306-8557,https://parentschallenge.org/  info@parentschallenge.org ,,"Overcoming history of educational failures by parental empowerment, scholarships and grants, student services, community engagement"
Partners in Housing,719-473-8890,partnersinhousing.org office@partnersinhousing.org,455 Gold Pass Heights 80906,"Single parent sober living (limited occupancy), furniture from donations (free), meets minimum employment requirements to get your benefits reinstated if DHS cancels them due to lack of employment"
PASCO Personal Assistance Services of Colorado,719-960-4995,https://pascohh.com/,6385 Corporate Dr Ste 303 80919,"Helps those with special needs/mental health needs by offering: training families for becoming caregivers/CNAs, in home support services, respite care, care plans that are client directed, veterans care/their spouses, private duty nursing, therapy for children and family, "
Pathways in DHS,,,,Helps Juvi Cases/Children
Peak City Athletics Camp Balagi CO-Jamil Cooks,719-661-7393,https://www.peakcityathletics.com/ info@peakcity-athletics.com ,"1650 S Circle Dr, Colorado Springs, CO, 80910",Youth Football camp and sober hang out
Peak Education,719-389-1249,peakedu.org,117 S Wahsatch Ave 80903,"Initially conceived as a scholarship-based incentive program, over more than two decades Peak Education has evolved into a mentoring and college access organization that provides long-term engagement with students and families focused on four strategies for success: developing college and career readiness, building students’ capacity for leadership, fostering full family engagement in their students’ journeys, and creating broad-based community connections."
Peak Parent Center-Family Connections- Catholic Charities,719-531-9400,peakparent.org/,"917 E Moreno Ave. Ste 140, C/S","Helping families with children with disabilities, resources, advcates,trainings, including Spanish resource library"
Peak View Behavioral Health,719-694-0220,https://peakviewbh.com/,"7353 Sisters Grove, C/S, CO 80923","Mental/behavioral/psychiatric assistance, inpatient and outpatient, for youth as well, detox, takes medicaid, tricare, medicare, private, cash"
Peak Vista,719-632-5700,https://www.peakvista.org/,https://www.peakvista.org/locations,"Will take patients even if they can't pay, free/sliding scale; https://www.peakvista.org/services/first-visitor : Our First Visitor program provides FREE, one-on-one support for parents and caregivers in the comfort of their own home. We provide emotional support, connect parents and caregivers with free community resources, and share information on health, nutrition, safety, and important developmental milestones. First Visitor partners with Zero To Three, a statewide organization that provides our evidence-based materials and together our purpose is to help make Colorado the best place to raise a child under the age of five. free home visits which include gift for baby/toddler, info on child development, dey tag w/ age-appropriate activities, community resources"
Pikes Peak  Family Success Center,719-632-1543,https://www.facebook.com/p/Pikes-Peak-United-Way-Family-Success-Center-61559749563332/,1520 Verde Dr,"Part of/vice versa of United Way; employment assistance, counseling, wrap around services"
Pikes Peak Chapter of American Red Cross,719-632-3563,https://www.redcross.org/local/colorado/about-us/Locations/southern-colorado.html?srsltid=AfmBOorrKN9-wVOi7T4ZXNKuNmrJ6dZOhKhkW2hLBDplQqs0gwD8PSC9,1040 S 8th St C/S 80905,"Helps with natural disasters, fires (personal and widespread); blood donation; military and their family members with challenges of military services; teaches cpr/first aid, lifeguarding, swimming, water safety and more."
Pikes Peak Region Family Child Care Association,(719) 475-8828,https://cosfamilychildcare.com/,,Resources to find licensed child care in El Paso County.
Pikes Peak United Way,719-632-1543,http://www.ppunitedway.org/,518 N Nevada Ave 80903,"Helps with family and youth with job oppor, mentorship, etc; resource database"
"Place, The (Youth Shelter)",719-630-3223 719-205-7129,theplacecos.org              https://coloradosprings.gov/fire-department/page/community-and-public-health-cares,"423 East Cucharras St, Colorado Springs, CO, 80903","Youth Shelter, offers rapid re-housing services, Street Outreach HUD"
Planned Parenthood,719-475-7162,https://www.plannedparenthood.org/planned-parenthood-rocky-mountains,3480 Centennial Blvd. 80907,"women's health care, men's health care, general health care, birth control, pregnancy (testing and services), HIV and STD testing, might offer financial assistance for Urinalysis"
"Precious Child, A",303-466-4272,apreciouschild.org,"7051 W 118th ave, Broomfield CO 80020","A Precious Child assists children and families facing difficult life challenges such as abuse and neglect, crisis situations and poverty. We work with more than 500 Agency Partners throughout eight counties, including Adams, Arapahoe, Boulder, Broomfield, Denver, Douglas Jefferson and Weld to identify children and families in the most need of our services."
Protect the Game,970-231-3672,https://www.protectthegame.org/,info@protectthegame.org,Giving vets a job by training them to umpire youth sports and creating more certified employees for sporting event authorities
Pueblo Works,719-922-1627,commwrks.org/pueblo-works,"525 N Santa Fe Ave, Pueblo, 81003","complete their job seeker workshop are matched with an employment coach who provides individualized job search assistance to include resume preparation, e-mail setup if needed, interview coaching, job leads, and community referrals for housing, transportation, healthcare, counseling, childcare, food and other support services. In addition, they provide life skills assistance to help address other issues related to success--financial management, time management, conflict resolution, anger management, parenting, reconciliation, and interpersonal communication skills. Call or email through the website link to get started. PuebloWorks is also able to provide free Lifeline phones."
Purple Star Schools,303-866-6600,competitive grants@cde.state.co.us,"Division of School Finance, Office of Grants Program Administration, 1525 Sherman St, Denver CO 80203",
Rachel Schiller,421,Family assistance program that connects healthy families with resources to help them flourish; juvenile Detention screening; Detention services for juveniles; Individualized Planning Session; Minority Family Advocacy; HiFi Wraparound; Family Support Partners,,
Reach Pikes Peak/Pikes Peak Community Action Agency-Family Connections Catholic Charities,719-476-1656,,917 E Moreno Ave,"PERMANENTLY CLOSED Financial assistance, help with taxes, Transition to Independence, rent, utilities, "
Reachout,800-448-3000 ,,,"TSite where teens and young aduts can find the information they need, reach out, tell their stories, and voice their opinions ""without fear of being judged or being different."""
Recovery Village at Palmer Lake,719-955-1800,palmerlakerecovery.com,"443 S Highway 105, Palmer Lake, CO 80133","Detox, Sub tx, detox, co-occurring, serious mental health illness/serious emotional disturbance in children; takes tricare, private insur, cash"
Riders 4 Children,719-659-4892,https://www.riders4children.org/,doug@riders4children.org,Motorcycle riders who participate in rides to donate the proceeds to Ronald McDonald House and other not-for-profits that benefit children and families since
Rise Above,,https://www.riseaboveco.org/,,"Stubstance misuse prevention organization that empowers youth to make healthy connections, decisions and change. Educational resources, community and friends"
Rise Up School,719-447-9333,rup.org,"5045 List Dr, 80919; 2121 E LaSalle St, Ste 100, 80909","Individuals with Developmental disability host home providers, child family caregivers (CNA???), Children's residential program for ages 5-18 who need help; school K-12; Adult Day program; adult residential program; adult family caregiver (CNA???); adult supported employment"
Rock Your Family,719-356-5619,,"1465 Kelly Johnson Blvd, 80920",Addiction Treatment Trauma & PTSD Adolescent Treatment
Rocky Mountain Human Servicesw,303-636-5600 844-790-7647,questions@rmhumanservices.org CMAQuestions@rmhumanservices.org  rmhs.org,"9900 E Iliff Ave, CO 80231 https://www.rmhumanservices.org/","Case management, direct services, flexible support for infants and toddlers, children and adults, veterans, rent, housing"
Rocky Mountain Immigrant Advocacy network,303-433-2812,https://www.rmian.org/,"7301 Federal Blvd, Ste 300 Westminster, CO 80030","RMIAN is a nonprofit organization that serves low-income adults and children in immigration proceedings. RMIAN promotes knowledge of legal rights, provides effective representation to ensure due process, works to improve detention conditions, and promotes a more humane immigration system, including alternatives to detention."
Rocky Mountain Kids,719-473-1818,http://www.rockymountainkidscs.com/,2210 E La Salle St 80909,"rockymountainkids@live.com   Youth Group homes, has 1 high foster home for boys 10-13 yo"
Ronald McDonald House,719-471-1814,https://rmhcsoutherncolorado.org/,,Helps house parents/families of children in the hospital
Rose Andom Center,720-337-4400,https://roseandomcenter.org/,"Denver, CO","Advocacy, children’s services, civil & criminal legal, medical, self-sufficiency, & counseling"
Safe Families for Children,773-355-5577   Fax: 773-355-5564,https://coloradosprings.safe-families.org/   info@safefamilies.net ,jstephenson@safefamilies.net ,"Prevent child abuse and neglect, strengthen and stabilize the family, reduce the number fo children going into foster care, partnering with churches where families open their homes to families in crisis"
Salvation Army (for families only)/Family Hope Center,719-578-9190 719-635-1287,coloradosprings.salvationarmy.org pstock.tsa@gmail.com https://www.salvationarmyusa.org/usn/home/#whatwedo,"709 S Sierra Madre St, Colorado Springs, CO, 80903","Families shelter (children under 18), 90 day facility, get housing, case workers ONLY IF IN PROGRAM; Fountain has more financial resources that C/S branch; holiday gifts, rent, utility, food, rehab, summer camps, disaster relief, lgbtqiakpn support, domestic abuse, elderly, job training, veteran, life skills, human trafficking"
Sanctuary Church-Children's clothing closet,719-634-7232,https://www.thesanctuarywestside.org/,"1930 W Colorado Ave C/S, CO 80904","Children's Clothing Closet, Shower house for homeless"
Santa's Little Hackers,,https://www.santaslittlehackers.com/,Application: https://toysignup.santaslittlehackers.com/,"Not for profit that offers toys to those entered into an annual drawing, they alter/sup up donated toys for children in need."
Savio House,(303) 225-4100,saviohouse.org,"525 E Uintah St, C/S CO 80903",Residential program; Providing in-home therapeutic treatment to children and their families is at the core of what we do; 
School Connect,719-428-5988,https://schoolconnectcos.com/,"310 S 14th St, C/S, CO 80904",School Supplies drive
Scope Diversus funded halfway house,719-332-4158  505-301-1522,,,Women that have emotional support animals/dogs welcome; might allow moms with kiddos soon
Scripps Howard Foundation,,https://scripps.com/fund/,,Combatting childhood illiteracy by giving books to kids for free
Servicios de la Raza,303-458-5851,http://www.serviciosdelaraza.org/,"Denver, Pueblo","Re-entry services, HIV & STI, essential services, youth leadership, victim services, employment and financial coaching, behavioral health, healthcare access, star community services for Latinx residents of Colorado"
"SET Family Medical Clinics (Service, Empowerment, Transformation)",303-458-5851,https://www.mountain.commonspirit.org/location/set-family-medical-clinics,"2864 S Circle Dr Ste 450, C/S, CO 80906","Adult physicals, behavioral health, daycare, school and sports physicals, dental hygiene, behavioral health. Bridging health care gaps for under served"
Sex Offender Solutions and Education Network,800-773-4319,https://sosen.org/,"2211 CR 400 Tobias, NE 68453","SOSEN Educate the public, the news media, law enforcement and legislators with the true facts about child sexual abuse   DEFUNCT???"
Shivers Fund,,https://shiversfund.com/our-story/,,"$1000 scholarship to deserving youth annually; grants for student participation in the music festival at Colorado College, the vocal arts symposium at Colorado College and C/S Children's Chorale; small grants for youth and organizations"
Signal Grant,888-607-4462         303-639-9320,signalbhn.org/,findcare@signalbhn.org,Grant for SUD; helps find SUD care providers and services as well as for behavioral health; colorado crisis services; children and youth mental health tx
Solid Rock Community Development Co,,solidrockcdc.com,"2510 Arlington Dr, C/S, CO 80910","Promoting tech literacy in youth; summer camp; affordable housing; food bank (free farmer's markets in area); Community investment trust, community hub"
Southern Colorado-CURE Colorado Springs,719-510-9797,spikeco558@wmconnect.com,"Community Corrections Bldg, 3615 Roberts Rd 80907-5301",Family of incarcerated support group
Special Kids Special Families  SKSF,719-447-8983,sksfcolorado.org           sksf@sksfcolorado.org,1915 Aerotech Dr.,"Foster care and adoption, wraparound services, respite care and daycare for children with disabilities and special needs. Joey's place adult center-activity center for adults with special needs and disabilities; residential host homes: caring and nurturing homes for adults with diabilities, behavioral health, transportation, mentorship, special olympics, home care, workforce development, education and training, veteran support services"
Spring bok Health,719-766-8511,1318 W Colorado   https://springbokhealth.us/,265 S Joe Martinez Blvd,"ADHD, anxiety, stress related illness, bipolar, depression, TBI, OCD, personality disorder, learning problems, schizoaffectiveschizophrenia, mental health coach, dv, SUD, substance abuse, developmentally delayed or disabled, grief and loss, children and adolescents, behavioral/family/va health court, expert witness consultations"
Spring Creek Youth Services Center and Zep Pike Youth Services,720-625-8650 1-866-276-8646,https://cdhs.colorado.gov/our-services/youth-services/residential-youth-centers/spring-creek-youth-services-center, ,SCYSC is a 45-bed secure treatment facility and assessment center for both male and female juvenile offenders committed to the Division of Youth Services (DYS).
Star Legacy Foundation,952-715-7731,starlegacyfoundation.org,MN,Offers support groups for mothers of stillborns
Street Petz-Colorado Springs Chapter,719-629-7389,https://www.facebook.com/StreetPetsColoradoSpringsChapter/,Monument Valley Park streetpetz.org,"violence prevention, mental health support, leadership program, school time program, food,            workforce development program"
Successful4Life Tutoring Services,303-330-9464,https://www.success4lifetutoring.com/    Chad.Ducklow@Success4LifeGED.com,"Success4Life Tutoring, Inc. 1232 Bergen Pkwy, Ste. #205, Evergreen, CO 80439",provides daily tutoring for Galileo middle school students and others referred to the center
Supervised Exchange and Parenting Time,719-447-9898,https://www.casappr.org/programs/sept/,"418 S Weber St, Colorado Springs, CO 80903 8","CASA (Court Appointed Special Advocates) of the Pikes Peak Region is a volunteer-based nonprofit organization serving El Paso County and Teller County that trains and supervises volunteers to represent the best interests of our most vulnerable citizens – victims of child abuse, neglect, and severe domestic conflict. CASA volunteers are appointed by judges to be a voice for these children in court and in the community. The desired result is that children are placed into safe, loving homes where they can thrive."
Supporting Courts by Creating Opportunities for Recovery SCCOR,,https://sccor.net/,,"We are empowering individuals moving through the court system to have the support and services necessary to maintain sobriety, become rehabilitated, and contributing members of society so that they do not fall back into the cycle of incarceration.   SCCOR was created in 2019 as a non-profit to offer ancillary services and resources such as food, clothing, transportation, cell phones, baby food, and clothing to individuals and graduates of Problem-Solving Courts in El Paso and Teller County."
Supportive Services for Veteran Families SSVF,,https://www.va.gov/homeless/ssvf/ssvf-overview/,,"For very low-income Veterans, SSVF provides case management and supportive services to prevent the imminent loss of a Veteran's home or identify a new, more suitable housing situation for the individual and his or her family; or to rapidly re-house Veterans and their families who are homeless and might remain homeless without this assistance."
