Name/Title,Ph. Number,Web Address/Email,Phys. Address,Why would you contact them?
Hilltop Latimer House,877-543-9520,https://hilltoplatimerhouse.org/,"Mesa, Montrose, Delta, & Ouray Counties, CO","24/7 crisis line, emergency shelter, case management, & education"
Homebuilders Institute,,hbi.org,,Not for profit that trains future builders in trade and construction skills at no cost to the students to help them attain employment that they can be proud of
Homeless Veterans,877-424-3838,va.gov/HOMELESS/docs/,,"Programs that offer permanent supportive housing for vets; free health care for homeless vets (HCHV) that offers outreach, exams, treatment and case management to help vets rebuild their lives; supportive services for veteran families (SSVF); VA's homeless veterans community employment services (HVCES), job training, career development and employers ready to hire; women veterans program manager "
Homeless Veterans Community Employment Services HVCES,,https://www.va.gov/homeless/hvces.asp,,"improve employment outcomes for Veterans who have experienced homelessness. HVCES has deployed more than 150 Vocational Development Specialists who serve as Community Employment Coordinators (CECs), at most VA Medical Centers across the country."
Hope and Home,719-575-9887,https://hopeandhome.org/,4945 N 30th St 80919,Hope & Home trains and actively supports foster parents all across Colorado who feel compelled by Christ’s command to care for children in need.
Hope House of Sterling,970-380-7885,hopehouseeasternco.org,"217 N Front St Sterling, CO 80751; PO Box 314 Sterling CO 80751","Hope House serving Northeastern Colorado supports men, women and families seeking support either through Hope House and/or a connection to another organization that may support their need. They are one of the WAGEES Community Partners that support CDOC individuals. We have a small housing program which is dedicated to men only at this time. Services include case management, connections to resources, classes, group therapy, faith-based services, life skills, and much more. For an application or more information you may visit their website."
Hungreeapp.com,partnerships@thehungreeapp.com,investors@thehungreeapp.com,,"If you/a restaurant has extra food you can feed the hungry, helps to reduce food waste"
I Matter,,https://imattercolorado.org/,,"Connects youth 18 and younger (and 21 ad younger for those receiving special education services) with a licensed therapist for up to 6 free counseling sessions! No insurance, credit card, or legal status information is required. In person and online."
Impact Empowerment Group,720-819-7150 and 720-394-2341,http://www.impactempowerment.org/,"5405 E 33rd Ave, Denver CO 80207","IEG provides programs in education, employment, and entrepreneurship. They can help you get out of a gang, make different choices, provide mentoring and help finding a job, improve your education, develop a career, become an entrepreneur, and more. Walk-ins are welcome."
Independence Center,719-471-8181,theindependencecenter.org,"729 S Tejon St, 80903","Handicapable assistance; homeless assistance, civil rights for people with disabilities, Disability advocates, home health, CAN program, family payer program, Home Modification, reduced price bus passes, id voucher, non-sober housing voucher: Erika"
Innova Recovery Services,719-419-8909,,"1824 Woodmoor Dr, Ste 101, Monument CO","Substance Abuse SMART Recovery IOP Trauma & PTSD DUI Level I and Level II Classes, Adolescent Therapy Services"
Judi's House,720-941-0331,judishouse.org,,"Judi’s House is dedicated to improving outcomes for bereaved families by strengthening our grief education and program evaluation. JAG Institute, affectionately named after our co-founder’s late mother, Judith Ann Griese, includes our training and research arms. In honor of Judi and all the families we’ve served, we prioritize sharing our findings to have a larger impact on the care grieving families receive in our country."
Junior Achievement Southern Colorado,719-636-2474,https://soco.ja.org/,"611 N Weber St Ste 201, C/S, CO 80903","K-12 students educational enrichment, financial literacy, work and career readiness, entrepreneurship"
K9 to 5,719-238-8118,https://k9to5.com/,,"Private pay, training for service dogs, emotional support animals (dogs) therapy dogs"
Kid Power Colorado,719-520-1311,https://kidpowercs.org/,"2335 Robinson St, Colorado Springs 80904","Kidpower’s mission is to teach young people personal safety and confidence-building skills to reduce their risk of abduction, assault and emotional, physical and sexual abuse. Our programs are known worldwide for being positive, practical, safe and age-appropriate."
Kids Crossing/Roundup School/R Fellowship,719-922-1483,https://www.kidscrossing.com/,,"Foster Care for kiddos, therapeutic foster care, in home services, educational support/tutoring, mobile crisis, TBRI, therapeutic services, financial support, trauma-informed work program, adult care"
Kingdom Builders,719-247-8190 Crisis Line 24/7: 719-464-4647,info@kbflc.org,"411 Lakewood Cir, Ste C-201 C/S, CO, 80910","Advocacy Services for domestic or sexual violence survivors: one-on-one support; safety plans; education about violence; support groups; financial, legal, and housing options; referrals for additional support services"
Legal Assistance (JAG) for military,719-526-6240,https://home.army.mil/carson/support-services/staff-judge-advocate/legal-assistance,Bldg 6222,"The Fort Carson Office of the Staff Judge Advocate Legal Assistance Office provides world class legal advice and service to America's past, present and future warriors and their dependents."
LGBTQIAKPN,,how-to-have-the-talk.org                       you-flourish.com,envision-you-training.org,LGBTQIAKPN mental health resource
Life Network,719-591-2609,https://www.elifenetwork.com/   admin@elifenetwork.com,"3700 Galley Rd, Colorado Springs, CO 80909","Free Pregnancy Services, parenting education, mentorship and counseling, teen suicide prevention"
Life Network Thrift Store,719-344-9904,https://lifenetworkthrift.com/about/   info@lifenetworkthrift.com,"5406 N Academy Blvd, C/S, CO, 80918","Free Pregnancy Services, parenting education, mentorship and counseling, teen suicide prevention"
Lifeline,1-888-225-5322 ASL vid call: 1-844-432-2275,https://www.fcc.gov/general/lifeline-program-low-income-consumers,Washington DC,"low income consumers get free/reduced cost cell phones, landlines, bill help with cell phones, internet at reduced cost"
Living Works,888-733-5484,https://livingworks.net/,Canada and International,Training for suicide prevention and intervention
Lutheran Family Services,719-227-7571,https://www.lfsrm.org/,"108 East St Vrain St, Ste 21, C/S, CO 80903   1515 N Cascade, Colorado Springs, CO 80907","Adoption, pregnancy options, disaster relief, foster care, family support and education, immigration legal services, older adult program, refugees and asylee"
Manitou Art Center,719-685-1861,https://www.manitouartcenter.org/,"513/515 Manitou Ave, Manitou Springs, CO 80829","Music, theatre, pottery, printmaking, and other loud, slightly dangerous, and intensely messy events happen here daily. Locals and tourists alike flock to our galleries, studios, exhibition space, and classrooms. Our spacious facilities can also accommodate events, conferences and offices."
Marion House,719-475-7314,http://www.ccharitiescc.org/,"14 W Bijou St, Colorado Springs, CO, 80903","A soup kitchen, medical partners, Hanifen Employment Center, education, employment skill development, computer training, "
Mental Health Colorado,720-208-2220,https://www.mentalhealthcolorado.org/,"303 E 17th ave Floor 4, Denver, CO, 80203","Strong start for all children, support for families, access to housing supports and services, wellness in aging, reduced potential for harm from alcohol and/or drugs; decriminalize mental health, end discrimination"
Mental Health Technology Transfer Center Network (MHTTC),650-721-8692 701-777-4520,networkoffice@mhttcnetwork.org mountainplains@mhttcnetwork.org [undefined:mountainplains@mhttcnetwork.org],"University of North Dakota 231 Centennial Dr, Stop 7189, Education Building Room 317, Grand Forks, ND 58202","Training, resources and technical assistance to individuals serving persons with mental health disorders. Providers with limited access to service delivery systems w/ attention paid to rural and agricultural communities."
Mercy Medical Angels,,https://www.mercymedical.org/contact-us,,"Non-emergency medical transportation, free, can do via plane, train, bus or car, no insurance needed!!!"
Missing animal response network,,https://www.missinganimalresponse.com/,,Helps train people to recover lost pets
Mission Medical Center,719-219-3402,https://missionmedicalcenter.org/,2125 E LaSalle St 80909,"Free glasses/vouchers for glasses; behavioral health, dentistry, primary care, free medication, free medical supplies, health education, referral services, 1 bus pass"
Modest Needs,844-667-3776,modestneeds.org   doiqualify@modestneeds.org,"120 E 23rd St, FL 5 NY, NY 10010","Modest Needs is a tax-exempt charity where you can make small, emergency grants to low-income workers who're at risk of slipping into poverty and for whom no other source of immediate help is available. We have designed our programs to help those who work hard and have no where else to go for
assistance, as well as those who give back to our communities and country such as public school
teachers, first responders, veterans returning from service abroad and active duty military members.
Our aim is to support those who don’t generally qualify to receive assistance from conventional
agencies so that they don’t find themselves losing everything because of a short-term crisis.
"
Mountain West Financial PATH Home Loan Program, ,mwfinc.com/path/,,"Upfront savings with reduced lender fees and interest rates, can be used with other lender fees and interest rates, can be used with other down payment assistance programs, for members of the Colorado Public Employees' Retirement Assiciation or the Fire and Police Pension Association of Colorado "
Muslim Family Services of Colorado,303-298-8776 After Hours: 303-810-2185,https://mfscolorado.org/,"Aurora, CO","Advocacy, counseling, support groups, education, & emergency assistance (food, clothing, and short-term housing)"
My Colorado Journey,720-273-2944,http://cdhe.colorado.gov/students/preparing-for-college/financial-aid-for-students,N/A,"Free financial education tools, including info on saving and paying for college"
National Cyber Center,,https://cyber-center.org/,"3650 N Nevada Ave, Colorado Springs, CO 80907","The NCC’s Cyber Education Program provides cybersecurity leadership through two main pillars: K-12 education with the NCC Student Alliance, and the Cyber Force Initiative (Adult Education). As our nation addresses the critical gap in skilled cybersecurity talent, NCC addresses the importance of cyber education through programs and partnerships that invite students to participate in an ecosystem which encourages them to learn, explore, and build their skills."
Next Chapter,719-930-6811   888-719-8387,https://www.nextchapterhouse.com/   nextchapter@mtcarmelcenter.org,"530 Communication Cir C/S, CO 80905","Community wellness program serving vets and their families; Health: counseling services, telehealth therapy, support groups, alternative therapies, retreats; Transition and employment: military career transition, employment workshops, milSpouse Career Program, Vet job coaching, community partnership resources; Services: Housing and food aid, financial coaching and assistance, education programs, legal support, homeless vet outreach"
One Colorado,303-396-6170,https://www.one-colorado.org/,"303 E 17th Ave Ste400, Denver CO 80203","Championing equality for LGBTQIAKPN community, state policy, advocacy, health care, education."
One Word at a Time,,https://www.onewordcommunity.org/who-we-are,,Not for profit that encourages literacy in children by connecting classes with authors for virtual visits; professional development opportunities for educators and caregivers; advocacy for independent reading and equitable access to books in schools and public libraries
Open Enrollment,,http://cde.state.co.us/choice/openenrollment,,Allows children to go to a school of choice if they are not in that district
Open Heart Advocates,970-824-2400,https://openheartadvocates.org/about-us/,"Craig, CO","24/7 crisis line, emergency shelter, sexual assault support, mental health resources, human trafficking advocacy, crime victim support, & education"
Operation Pheonix a Grey Team and HOW Foundation Initiative,,https://operationphoenix.greyteam.org/,,"During this operation, we will provide a space for qualified military veterans to gather and gain comfort from the community, learn to effectively train their minds and bodies, optimize their nutrition, decelerate their “fight or flight” response, and enable psychological recovery from the effects of war."
orgcode.com,1-800-355-0420,https://www.orgcode.com/free-resources,Canada,Offers free resource database/training classes/organizational input on how to solve/reduce/prevent homelessness
"Our mission is to proactively support wounded, ill, and injured service members in their recovery, rehabilitation, and reintegration or transition to civilian life. To achieve this, we ensure holistic and tailored support is provided to meet the needs and goals of the service members and their families and caregivers. Disability determinations of seriously ill or injured service members before separating from service. Recovery coordination program: non-medical support they need to create teh life they want. Military caregiver support: provide resources and information. Education and employment initiative, career readiness assistance. Operation Warfighter: internship program",719-352-7190,https://www.centurypa.com/senior-living/bridge-colorado-springs/,"2494 International Cir, 80910",Resources for assissted living
OVC TTAC Office for Victims of Crime Training and Technical Assistance Center,1–866–682–8822,"TAC@ovcttac.org
  https://cpcontents.adobe.com/public/newlearner/newlearner_b346eb25.html?i_qp_user_id=24575422&accountId=65701&newIpUser=true#/newLearnerExperience","1 S Nevada Ave STE 110, Colorado Springs, CO 80903","Free training, online for victim advocacy"
P2P: Parent to parent of Colorado,877-472-7201,https://www.abilityconnectioncolorado.org/p2p-co/,,"1 to 1 trained support parent matching; private on-line discussions group comprised of more than 2,000 caregivers; additional online forum dedicated to caregivers of individuals with mental health and/or behavioral challenges; virtual support groups/book clubs/presentations; public policy advocacy opportunities"
Parents Challenge,719-306-8557,https://parentschallenge.org/  info@parentschallenge.org ,,"Overcoming history of educational failures by parental empowerment, scholarships and grants, student services, community engagement"
PASCO Personal Assistance Services of Colorado,719-960-4995,https://pascohh.com/,6385 Corporate Dr Ste 303 80919,"Helps those with special needs/mental health needs by offering: training families for becoming caregivers/CNAs, in home support services, respite care, care plans that are client directed, veterans care/their spouses, private duty nursing, therapy for children and family, "
"PeaceWorks, Inc.",303-838-8181,https://peaceworksinc.co/,"Park & Jefferson Counties, CO","24/7 crisis line, emergency shelter, legal support, advocacy, emergency pet shelter, mobile advocacy, therapy, support groups, & education"
Peak Education,719-389-1249,peakedu.org,117 S Wahsatch Ave 80903,"Initially conceived as a scholarship-based incentive program, over more than two decades Peak Education has evolved into a mentoring and college access organization that provides long-term engagement with students and families focused on four strategies for success: developing college and career readiness, building students’ capacity for leadership, fostering full family engagement in their students’ journeys, and creating broad-based community connections."
Peak Parent Center-Family Connections- Catholic Charities,719-531-9400,peakparent.org/,"917 E Moreno Ave. Ste 140, C/S","Helping families with children with disabilities, resources, advcates,trainings, including Spanish resource library"
Pikes Peak Library District-Adult Education,719-531-6333,https://ppld.org/adult-education,,Free GED courses for library patrons.
Pillar Institute for Lifelong Learning,719-633-4991,https://www.pillarinstitute.org/,"6385 Corporate Dr, Ste 200, Colorado Springs CO",Free classes for lifelong learning
Play Date Behavioral Interventions,719-465-3989 respite: 719-439-4155,myplaydate.org,6050 Erin Park Dr C/S CO 80918    info@myplaydate.org,"Play­Date Behavioral Interventions is a nonprofit organization providing a full spec­trum of applied behavioral interventions to chil­dren with disabilities, including Applied Behavior Analysis (ABA) Therapy, Community Connector, Pediatric Personal Care (PPC), Educational Placement and Respite Care."
project Diakonia,888-757-9675,https://projectdiakonia.org/,3595 E Fountain Blvd 80910,"Job retention, adult basic education, employability services, vocational rehab, on-the-job-training, vocational training, case menagement, supportive services, meets minimum employment requirements for DHS to reinstate food stamps/etc"
Protect the Game,970-231-3672,https://www.protectthegame.org/,info@protectthegame.org,Giving vets a job by training them to umpire youth sports and creating more certified employees for sporting event authorities
Purple Star Schools,303-866-6600,competitive grants@cde.state.co.us,"Division of School Finance, Office of Grants Program Administration, 1525 Sherman St, Denver CO 80203",
Queer Asterisk,720-507-6161,https://queerasterisk.com/,"1575 Franklin St, Denver CO, 80218","Counseling LGBTQIAKPN Educational training for community providers to help the comm be welcoming; art therapy, workshops, queer convo groups"
Rape Abuse and Incest National Network,800-656-HOPE,,"More than 1,100 trained volunteers are on duty and available to help victims at RAINN-affiliated crisis centers across the country",
Response,970-925-7233,https://responsehelps.org/,"Aspen, CO","24/7 crisis line, emergency shelter, court accompaniment, advocacy, sexual harassment assistance, medical accompaniment, immigration assistance, & education"
Restoring Connections,303-383-1610,cfsaw.org,"1385 S Colorado Blvd, Bldg A, Ste 300, Denver, CO 80222","Restoring Connections, formerly called the Center for Spirituality at Work, provides mentoring for incarcerated women through Making Choices. Upon release, graduates of their mentoring program participate in advocacy efforts and help to train new volunteers."
Rise Above,,https://www.riseaboveco.org/,,"Stubstance misuse prevention organization that empowers youth to make healthy connections, decisions and change. Educational resources, community and friends"
Rise Up School,719-447-9333,rup.org,"5045 List Dr, 80919; 2121 E LaSalle St, Ste 100, 80909","Individuals with Developmental disability host home providers, child family caregivers (CNA???), Children's residential program for ages 5-18 who need help; school K-12; Adult Day program; adult residential program; adult family caregiver (CNA???); adult supported employment"
Rocky Mountain PACE Program of All-inclusive Care for the Elderly,855-207-0702  719-314-2327,https://rmpace.org/,"8595 Explorer Dr C/S 80920   2502 E Pikes Peak Ave Ste #100 C/S, CO 80909","Coordinated and all-inclusive health care for the elderly: Social, adult day/health center, recreational activities, educational classes; Support: transportation, CM to coordinate services, home health care, personal care and laundry services, respite care; Wellness: nutritious meals and snacks, homemaker services, recreation therapy, counseling, home health care, medication, physical tx; Medical: physical and occupational therapy, emergency, hospital and nursing home care when needed, all necessary Rx with no co-pay, medical specialists, med clinic with Dr and nurses, skilled home health care"
Safe Families for Children,773-355-5577   Fax: 773-355-5564,https://coloradosprings.safe-families.org/   info@safefamilies.net ,jstephenson@safefamilies.net ,"Prevent child abuse and neglect, strengthen and stabilize the family, reduce the number fo children going into foster care, partnering with churches where families open their homes to families in crisis"
Safe Shelter of St. Vrain Valley,303-772-4422,https://safeshelterofstvrain.org/,"Longmont, CO","24/7 crisis line, emergency shelter, individual & group counseling, case management, legal advocacy, & education"
SafeHouse Denver,303-318-9989,https://safehouse-denver.org/,"Denver, CO","24/7 crisis line, non-residential counseling & advocacy, emergency shelter, short-term extended stay housing, advocacy, & education"
Safehouse Progressive Alliance for Nonviolence,303-444-2424,https://www.safehousealliance.org/,"Boulder, CO","24/7 crisis line, emergency shelter, counseling, legal advocacy, housing program, & education"
Salvation Army (for families only)/Family Hope Center,719-578-9190 719-635-1287,coloradosprings.salvationarmy.org pstock.tsa@gmail.com https://www.salvationarmyusa.org/usn/home/#whatwedo,"709 S Sierra Madre St, Colorado Springs, CO, 80903","Families shelter (children under 18), 90 day facility, get housing, case workers ONLY IF IN PROGRAM; Fountain has more financial resources that C/S branch; holiday gifts, rent, utility, food, rehab, summer camps, disaster relief, lgbtqiakpn support, domestic abuse, elderly, job training, veteran, life skills, human trafficking"
San Miguel Resource Center,844-816-3915,https://smrcco.org/,"Telluride, Norwood, & Naturita, CO","24/7 help line, education, & legal advocacy"
School Connect,719-428-5988,https://schoolconnectcos.com/,"310 S 14th St, C/S, CO 80904",School Supplies drive
Serenity Recovery Connection,719-465-2295,srchope.org,985 W Fillmore St 80907,"Recovery solutions for addiction, bus passes A LOT, good recommendation from Mr. Justin, peer cert classes, has scholarships, resource database"
"SET Family Medical Clinics (Service, Empowerment, Transformation)",303-458-5851,https://www.mountain.commonspirit.org/location/set-family-medical-clinics,"2864 S Circle Dr Ste 450, C/S, CO 80906","Adult physicals, behavioral health, daycare, school and sports physicals, dental hygiene, behavioral health. Bridging health care gaps for under served"
SET Homeless Clinic,719-776-8850,https://www.findhelp.org/centura-health--colorado-springs-co--set-homeless-clinic/5868439713480704?postal=80901,14 W Bijou 80903,"Homeless medical care, very low income. Teeth, cuts, infected fingers, asthma, over the counter pain medication, and antacids, medical care, hygiene items, socks, health education"
Sex Offender Solutions and Education Network,800-773-4319,https://sosen.org/,"2211 CR 400 Tobias, NE 68453","SOSEN Educate the public, the news media, law enforcement and legislators with the true facts about child sexual abuse   DEFUNCT???"
SLV Immigrant Resource Center,719-587-3225,https://www.slvirc.org/,"Alamosa, CO","Immigration legal assistance, legal residency support, housing assistance, counseling, & education"
Snap2Jobs (dba PrismXL),888-757-9675,https://snap2jobs.org/,3595 E Fountain Blvd 80910,"Job retention, adult basic education, employability services, vocational rehab, on-the-job-training, vocational training, case menagement, supportive services, meets minimum employment requirements for DHS to reinstate food stamps/etc"
SOAR Training,,https://www.easterseals.com/co/shared-components/spotlights/featured-resources/program-resources/disability-benefits-services/colorado-soar-training.html,,"Training an individual on how to properly sign up for SSI/SSDI, usually for case managers whom are helping unhoused individuals"
Social Work Education Center,,https://www.socialworkdegree.net/,,"Resource Database, social work information on education and certification requirements"
Southern Peaks Regional Treatment Center,719-276-7500,southernpeaksrtc.org/,81212,"specialized behavioral health programs for both male and female adolescents, ages 10 to 18 (over 18 considered on a case by case basis), who are experiencing emotional, behavioral, psychological, educational, or social problems."
Special Kids Special Families  SKSF,719-447-8983,sksfcolorado.org           sksf@sksfcolorado.org,1915 Aerotech Dr.,"Foster care and adoption, wraparound services, respite care and daycare for children with disabilities and special needs. Joey's place adult center-activity center for adults with special needs and disabilities; residential host homes: caring and nurturing homes for adults with diabilities, behavioral health, transportation, mentorship, special olympics, home care, workforce development, education and training, veteran support services"
Staging Her,,stagingher.org,,Helping women from developing countries to rise above barriers by learning the power of circus art to tell their stories through training and performance in the US
Street Petz-Colorado Springs Chapter,719-629-7389,https://www.facebook.com/StreetPetsColoradoSpringsChapter/,Monument Valley Park streetpetz.org,"violence prevention, mental health support, leadership program, school time program, food,            workforce development program"
Successful4Life Tutoring Services,303-330-9464,https://www.success4lifetutoring.com/    Chad.Ducklow@Success4LifeGED.com,"Success4Life Tutoring, Inc. 1232 Bergen Pkwy, Ste. #205, Evergreen, CO 80439",provides daily tutoring for Galileo middle school students and others referred to the center
Supervised Exchange and Parenting Time,719-447-9898,https://www.casappr.org/programs/sept/,"418 S Weber St, Colorado Springs, CO 80903 8","CASA (Court Appointed Special Advocates) of the Pikes Peak Region is a volunteer-based nonprofit organization serving El Paso County and Teller County that trains and supervises volunteers to represent the best interests of our most vulnerable citizens – victims of child abuse, neglect, and severe domestic conflict. CASA volunteers are appointed by judges to be a voice for these children in court and in the community. The desired result is that children are placed into safe, loving homes where they can thrive."
Tax deduction for Emotional/Service Support Animal,,https://www.pawlicy.com/blog/tax-deductions-for-pet-owners/,,Ways an animal can qualify for tax deduction
Temporary Assistance for Needy Families,303-866-5700,https://cdhs.colorado.gov/colorado-works   ,"1575 Sherman St, Denver, CO 80203","Cash payment, schooling, training and jobs, elderly, disabilities, children, parents"
TerpsEXCEED,,https://www.ihehub-umd.org/terps-exceed,terpsexceed@umd.edu,"University of Maryland: hub for inclusive higher education-helping those with intellectual disabilities to participate in college experience for two years, culminating in a certificate"
TESSA,719-633-3819 Crisis Line 24/7: 719-633-3819,tessacs.org,"435 Gold Pass Heights 80906, 24-hour crisis line, safehouse, victim advocacy (719-633-1462), and OHS liaisons (719-444-8119)","Domestic Violence Survivors Assistance; legal assistance, restraining orders"
TGTHR,303-447-1206,https://tgthr.org/,1440 Pine St Ste B Boulder CO 80302,"Youth Homelessness not-for-profit, shelter, long-term housing, basic needs, employment, counseling, education"
Thrive Colorado,720-764-2226,https://thrivecolorado.org/?utm_source=google&utm_medium=cpc&utm_campaign=CID-23244_Snap-2-Jobs_October-2024_Search-Google_Google-Ads_Text-Ads&gad_source=1&gclid=Cj0KCQjwveK4BhD4ARIsAKy6pMKNMWImd5Ua6FrNU3MT2YYHiHMgTwCMxtWNiEJIK-zIAaFN1LQ4pJcaAnPyEALw_wcB&gclsrc=aw.ds,"info@thrivecolorado.org   3435 S Inca St Ste C, Englewood CO 80110","Employment agency with training, licensing and certifications and classes for its clients"
Thrive Network,719-301-6212,thethrivenetworks.org,"1520 Verde Dr, Colorado Springs, CO 80910","Engaging, Educating and Empowering Individuals to Unlock Their Potential, Build Resilient Businesses and Strengthen Under Resourced Communities Through Entrepreneurship. "
Thrivent,800-847-4836,https://www.thrivent.com/generosity/money-canvas/home?utm_source=sem&utm_medium=google&utm_campaign=Money_Canvas_General_NB_voro&utm_adgroup=General&utm_term=financial+education+courses&gclid=CjwKCAjwreW2BhBhEiwAavLwfNxfWL67pLwyJTKTFrin7yB26uFrFpnzmcB7dUZ6OkApJo-24MT4SxoC2_YQAvD_BwE&gclsrc=aw.ds,MN/WI,Financial Classes
Too Good To Go,,https://www.toogoodtogo.com/en-us,,"A company/app that helps companies/restaurants prevent food waste by offering the food at reduced rates toward the end of business day. Set up the time on your schedule, reduce food and drink waste."
Tri-Lakes Cares,719-481-4864,http://tri-lakescares.org/,"235 N Jefferson St, Monument","Post-Secondary Education scholarship program and financial assistance for GED training and testing, rent, mortgage, utilities, car maintenance, food, bus passes, clothing, medical supplies/bills, gas cards"
"Tu Casa, Inc.",719-589-2465,https://www.slvtucasa.net/,"Alamosa, CO","24/7 crisis line, filing of legal documents, assistance with accessing social services, emergency shelter, assistance with resource/financial applications, child advocacy, & prevention education"
Tutoring,,https://ppld.org/databases/helpnow,https://research.ppld.org/c.php?g=795779&p=6827699,Tutoring and test prep center for High School
Unemployment Resource Lists,,Financial: https://sites.google.com/state.co.us/employment-and-training-grants/home/quest-dwg,,Resource database for unemployment
United Providers,719-291-0296,https://upro1.com/,"6197 Lehman Dr. Ste 106, C/S, CO 80918","Employment, residential homemaker services, personal care services, mentorship services, respite care for adults, prevocational services, supported employment, supported housing for those with mental/physical/vocational needs not often covered by others. Individuals can apply on their own if needed."
United Way SEE: PIKES PEAK UNITED WAY,719-632-1543,https://www.ppunitedway.org/   https://www.unitedway.org/our-impact/focus,"518 N Nevada Ave, C/S, CO 80903","Call 211, and they will deliver a food box to your door within 24-48 hrs, financial classes, "
Universal Education Foundation,719-641-2017,https://www.universaleducationfoundation.com/,301 E Platte Ave 80903,"Since 1986, the Foundation has worked with children and their families to create a balance in the family unit. When balance does not exist, pain, anger, and fear are the result. Multiply this with all members of a family, the environment becomes explosive."
University of the People,(626) 264-8880,uopeople.edu,"595 E Colorado Blvd Suite 623, Pasadena, CA 91101","Free education for college up to a masters in business administration, information technology, education (M. Ed); Bachelors in business admin, health sciences, computer sciences; same as bachelors for associates degree."
VA Survivors' and Dependents' Education Fund,,https://www.va.gov/family-and-caregiver-benefits/education-and-careers/dependents-education-assistance/,,Check if you're eligible for educational funds for veterans dependants and survivors 
Veteran Readiness and Employment program,,https://www.va.gov/careers-employment/vocational-rehabilitation/programs/,,
Veteran's Service Officers,719-520-7750  719-309-4729,vet@elpasoco.com,"530 Communication Cir, C/S, CO 80905","A Veteran Service Officer (VSO) is a trained and accredited professional who helps veterans, their families, and survivors apply for and manage VA benefits. VSOs can also help with resources for education, employment, health care, and more"
VISPDAT Training,,https://doh.colorado.gov/coordinated-entry-system,,Training for VISPDAT
Volunteers of America Southwest Safehouse,970-259-5443,https://www.voacolorado.org/gethelp-southernco-southwestsafehouse,"Durango, CO","24/7 crisis line, emergency shelter, resources, counseling, children’s services, life skills training, employment services, & parenting education"
Warrant Forgiveness Day,719475-1235,https://www.cpr.org/event/second-chances-warrant-forgiveness/,coswarrantforgiveness@coloradodefenders.us,"Open to anyone with an eligible active warrant/warrant for probation violation in EPC and Teller County: Class 5 Felony, Class 6 felony, Class 4 drug felony, misdemeanor, traffic offense, CS Municipal Offense"
Welcome COS,314-750-9263,https://welcomecos.org/,amy.schulte@welcomecos.org,"English language learning, job education and training/upskilling, community resource navigation, citizenship test tutoring, student tutoring and school navigation, cultural mentorship, small group curriculum focused on cross-cultural transition and resettlement, health and benefits navigation beyond 90 days, life skills training, guidance on affordable housing, in-kind donations, learning and networking opportunities for other working in the refugee sector, church education with a focus on refugee care"
Westernaires,303-279-3767,http://www.westernaires.org/,"15200 W 6th Ave, Unit B Golden, CO, 80401","Westernaires is a mounted precision drill organization composed of Denver-area youngsters from 9 to 19 years of age. Founded in 1949, Westernaires has provided training in western riding, precision drills, and horse care for over 70 years. Some members also elect to receive training in specialty acts such as trick riding, roman riding, and dressage."
Women's Resource Agency,719-471-3170,https://www.linkedin.com/in/wraincorg?trk=public_profile_browsemap_mini-profile_title,"reception@wrainc.org [undefined:reception@wrainc.org]   750 Citadel Dr E, Ste 3128, 80909","Uncertain if still a company, worth a shot; education, employment, advocac, personal and professional needs"
Women's Sports Foundation,800-227-3988,http://womenssportsfoundation.org/,"247 W 30th St, Fl 5, Ny Ny",Grants and scholarships for female athletes and for educational curriculum; financial assistance with travel thraining and sports fees
Woodmen Valley Chapel,719-388-5000 290 E Woodmen Rd,719-388-4916 8292 Woodmen Valley VW   woodmenvalley.org,719-533-6800 1681 Wagon Bow Way Monument   719-534-5215 1605 S Corona Ave,"Hospital visits, meal train ministry, sexuality struggles, marriage, relationship advice or counseling faith based, parent counseling, miscarriage/stillbirth/infant loss counseling; "
YMCA,,https://ppymca.org/about,,Not for profit with physical fitness classes
Young Williams,,https://youngwilliams.com/#,,"Child support, housing assistance, SNAP, child care assis., TANF Student financial aid, LIHEAP, food, clothing, utilities, educational support"
Youth Connections of Colorado,,https://youthconnectionsco.org/,Chelsea Taylor-Youth Connections Director chelsea.taylor@raisethefuture.org 303-755-4756 ext 222,"Youth Connections strengthens the ability of educators and schools to provide a school culture and climate that meets the social, emotional, and academic needs of all students, including those who experience significant challenges. With a focus on social emotional development and career-connected learning, Youth Connections provides educators and schools with technical assistance, resources, and support to improve mental health, well-being, and resiliency for adolescents in communities across Colorado."
YWCA of Pueblo Family Crisis Shelter,719-545-8195,https://ywcapueblo.org/,"Pueblo, CO","24/7 crisis line, emergency shelter, counseling, legal advocacy, legal support, resources, & education"
Zach's Place,719-329-1717,https://sksfcolorado.org/programs/children-family-services/zachs-place/,"4795 Granby Cir, Colorado Springs, CO, 80919","Daycare/respite care for kids with special needs/disabilities, transportation, RN, summer programs, weekend care, before and after school care"
